customer_id,customer_name,invoice_date,invoice_id,discount_percent
125,Brian Smith,03/05/2023,126,9
127,Andrew Ramos,08/13/2022,128,7
129,Andrea Jenkins,05/19/2023,130,5
131,Anthony Fleming,02/28/2023,132,4
133,Kristin Colon,12/29/2022,134,7
135,Darren Reed,06/28/2022,136,3
137,Charles Bailey,01/06/2022,138,9
139,Nicole Olson,08/17/2022,140,7
141,Dawn Levy,02/05/2022,142,3
143,Nathaniel Stewart,09/06/2022,144,9
145,Scott Rivera,01/26/2023,146,8
147,Lisa Miller,03/19/2022,148,4
149,Traci Rogers,06/20/2022,150,9
151,Christopher Morgan,02/25/2022,152,1
153,Ashley Wells,09/22/2022,154,5
155,Casey Lopez,11/17/2022,156,8
157,Nicole Jimenez,10/12/2022,158,8
159,Rick Steele,05/08/2023,160,9
161,Maria Velasquez,02/23/2023,162,6
163,Alexander Bennett,01/01/2022,164,8
165,Christie Perry,04/13/2022,166,7
167,Robert Vega,05/27/2022,168,6
169,Rachel Shaw,09/02/2022,170,1
171,Brooke Crane,01/03/2022,172,7
173,Robert Wilkinson,09/29/2022,174,5
175,Warren Oneal,11/16/2022,176,1
177,Amanda Cook,10/23/2022,178,8
179,Matthew Padilla,02/12/2023,180,5
181,Anthony Simon,01/07/2022,182,8
183,Robert French,02/14/2022,184,9
185,Paul Cardenas,04/21/2023,186,5
187,Justin Hancock,08/14/2022,188,9
189,Kimberly Jones,04/05/2023,190,8
191,Jean Hernandez,03/04/2022,192,7
193,John Taylor,08/31/2022,194,1
195,Sarah Murray,03/23/2022,196,1
197,Joshua Curtis,01/13/2023,198,1
199,Justin Montgomery,06/20/2022,200,8
201,Emma Allen,09/23/2022,202,8
203,David Bennett,11/21/2022,204,9
205,Jessica Lynn,03/25/2022,206,7
207,Heather Luna,01/23/2022,208,2
209,Tiffany Evans,10/09/2022,210,5
211,Logan Larsen,04/29/2022,212,8
213,Jake Phillips,01/24/2023,214,8
215,Dawn Cole,10/07/2022,216,1
217,Erica Jones,03/13/2023,218,1
219,Joshua Wilson,10/05/2022,220,8
221,Mary Cooper,02/15/2022,222,7
223,Richard Le,09/01/2022,224,1
225,Anna Robinson,11/19/2022,226,7
227,David Perez,02/09/2023,228,3
229,Dennis Barrett,01/24/2022,230,3
231,Jake Allen,08/23/2022,232,1
233,Steven Rose,06/13/2022,234,7
235,Brianna Gutierrez,11/02/2022,236,6
237,Nicole Schmidt,02/19/2023,238,9
239,Sharon Mitchell,09/12/2022,240,1
241,Christopher Little,03/01/2022,242,1
243,Sherry Ramirez,03/29/2022,244,8
245,Kristopher Phillips,02/21/2023,246,4
247,Barbara King,05/15/2023,248,4
249,Tracy Russell,07/23/2022,250,7
251,John Smith,02/13/2023,252,4
253,Nancy Valencia,09/14/2022,254,4
255,Jennifer Smith,10/01/2022,256,9
257,Benjamin Donovan,01/03/2023,258,5
259,Courtney Flores,07/15/2022,260,7
261,Melissa Smith,01/29/2023,262,2
263,Monique Foster,01/15/2022,264,6
265,Daniel Fuller,04/13/2022,266,9
267,Steven Nguyen,03/30/2022,268,5
269,Connie Moody,04/17/2023,270,8
271,Jennifer Medina,02/09/2022,272,6
273,Jacob Perez,02/15/2022,274,9
275,Kimberly Turner,01/28/2023,276,9
277,Timothy Miller,08/27/2022,278,3
279,John Barrett,10/09/2022,280,4
281,Brian Hicks,01/02/2022,282,6
283,Jordan Smith,03/08/2023,284,9
285,Alex Young,08/27/2022,286,8
287,Craig Perry,04/03/2022,288,5
289,Robyn Reese,03/24/2022,290,4
291,Sarah Lara,01/02/2023,292,8
293,Sarah Henderson,05/05/2022,294,1
295,Victoria Salazar,08/06/2022,296,1
297,Brian Murphy,02/15/2023,298,8
299,Marc Manning,02/01/2022,300,2
301,Jacob Foster,05/26/2022,302,8
303,Sergio Lara,02/08/2022,304,6
305,Stanley Guerra,03/15/2022,306,3
307,Crystal Andrews,09/06/2022,308,8
309,David Barnes,12/14/2022,310,2
311,Mary Foster,01/16/2023,312,6
313,Jason Hall,03/04/2022,314,4
315,Kevin Ryan,12/23/2022,316,4
317,Julie Cochran,12/19/2022,318,9
319,Amy Parsons,05/14/2023,320,7
321,Jeffrey Owens,06/07/2022,322,9
323,Joshua Castaneda,03/16/2022,324,1
325,Kelly Butler,03/11/2023,326,3
327,Jeremy Humphrey,09/07/2022,328,3
329,Susan Wallace,03/19/2023,330,1
331,Alison Garcia,02/14/2023,332,4
333,Carl Mitchell,04/30/2022,334,2
335,Joseph Oneal,02/18/2023,336,5
337,Danielle Williams,09/10/2022,338,6
339,Stephanie Bennett,10/03/2022,340,4
341,Ashley Collins,05/08/2022,342,3
343,Samantha Miller,08/25/2022,344,6
345,Amy Lee,11/03/2022,346,3
347,David Richard,09/22/2022,348,2
349,Erin Silva,04/11/2023,350,7
351,Jessica Martin,01/20/2023,352,7
353,Troy Williams,02/11/2023,354,2
355,Steven Oliver,03/14/2023,356,6
357,Janet Vargas,07/29/2022,358,9
359,Michael Morris,01/30/2022,360,5
361,Mike Braun,12/21/2022,362,3
363,Roger Collins,04/23/2023,364,1
365,Andrew Richardson,04/24/2023,366,2
367,Fernando Wilson,01/24/2023,368,3
369,Katherine Malone,03/01/2022,370,4
371,John Crawford,02/26/2023,372,4
373,Stephanie Anderson,03/02/2022,374,7
375,Kimberly Nelson,03/11/2023,376,5
377,Logan Wilson,06/22/2022,378,4
379,Christopher Thomas,06/14/2022,380,3
381,Earl Kim,05/13/2023,382,3
383,Cynthia Barnett,12/12/2022,384,2
385,Austin Schaefer,01/01/2022,386,7
387,Henry Schroeder,10/30/2022,388,2
389,Nicole Obrien,03/02/2022,390,7
391,Daniel Larsen,09/30/2022,392,5
393,Jason Richardson,12/27/2022,394,1
395,Desiree Simmons,05/08/2023,396,6
397,Joseph Richardson,08/29/2022,398,4
399,Gregory Burnett,02/19/2023,400,7
401,Ronald Hess,06/22/2022,402,7
403,Melissa Galloway,09/12/2022,404,3
405,Karen Wagner,05/02/2022,406,6
407,Christina Ellis,09/17/2022,408,7
409,Michelle Ramirez,02/06/2023,410,9
411,Amanda Peck,03/18/2022,412,2
413,Ryan Woods,11/25/2022,414,7
415,Mark Morales,01/27/2023,416,5
417,Benjamin Walker,06/06/2022,418,6
419,Robert Pierce,08/14/2022,420,4
421,Christopher Williams,01/01/2023,422,2
423,Andrew Roman,09/05/2022,424,5
425,William Alexander,02/05/2023,426,9
427,Louis Rose,04/28/2022,428,2
429,Maria Willis,05/04/2022,430,4
431,Eugene Sanchez,09/20/2022,432,6
433,Matthew Porter,08/15/2022,434,4
435,Kathleen Watson,04/01/2023,436,1
437,Christopher Reed,05/14/2023,438,5
439,Alexandra Mullins,04/09/2023,440,8
441,Michael Hawkins,01/06/2023,442,8
443,Katherine Wood,02/18/2022,444,4
445,Christopher Rose,04/27/2023,446,8
447,Joel Martin,11/13/2022,448,2
449,Walter Randall,09/23/2022,450,6
451,Steven Sims,10/17/2022,452,2
453,Nicole Davis,05/11/2022,454,4
455,Cody Hunt,03/30/2023,456,3
457,Robin Aguilar,03/08/2023,458,5
459,Carol Harper,02/16/2023,460,7
461,Brooke Stephens,07/16/2022,462,5
463,Deborah Roman,03/26/2023,464,1
465,Victoria Washington,01/15/2023,466,2
467,Traci Cooper,04/11/2023,468,2
469,Malik Burton,01/27/2022,470,2
471,Donald Lopez,05/21/2023,472,8
473,Erica Harris,10/26/2022,474,2
475,Mary Baker,01/18/2022,476,5
477,Steven Collins,06/04/2022,478,5
479,Jeremy Gardner,05/20/2023,480,3
481,Fernando White,06/29/2022,482,2
483,Christopher Obrien,02/13/2023,484,3
485,Sean Wilson,01/12/2022,486,9
487,Rebecca Ellis,06/07/2022,488,9
489,Jacqueline Williams,11/18/2022,490,7
491,Andre Mcguire,10/06/2022,492,2
493,Brian Ellis,03/06/2022,494,1
495,Elizabeth Mckenzie,06/16/2022,496,5
497,Mary Simmons,09/15/2022,498,6
499,Victoria Palmer,09/19/2022,500,7
501,Jason Robinson,08/08/2022,502,7
503,Seth Murray,12/03/2022,504,7
505,Laura Perkins,06/12/2022,506,3
507,Erica Parker,08/31/2022,508,3
509,Karina Williams,04/04/2022,510,5
511,Megan Scott,05/12/2022,512,1
513,Jessica Jones,04/30/2022,514,8
515,Carol Reese,02/17/2022,516,5
517,Erica Huang,09/18/2022,518,2
519,Rodney Williams,10/21/2022,520,6
521,Tanya Blackburn,07/12/2022,522,4
523,Melissa May,05/15/2022,524,9
525,Timothy Perez,03/13/2022,526,5
527,David Luna,01/14/2023,528,1
529,Emily Evans,09/24/2022,530,9
531,Rebecca Fields,02/25/2022,532,7
533,Tammy Burton,06/04/2022,534,2
535,John French,01/14/2023,536,2
537,Scott Sampson,08/30/2022,538,4
539,Jenna Garcia,12/13/2022,540,6
541,Melanie Jenkins,01/31/2022,542,2
543,Clarence Jimenez,05/02/2022,544,6
545,Joseph Khan,10/19/2022,546,8
547,Sandy Schwartz,03/19/2022,548,3
549,Lisa Smith,07/04/2022,550,1
551,Melissa Hunter,06/06/2022,552,8
553,Joseph Davis,11/25/2022,554,3
555,Roberto Dean,05/23/2022,556,9
557,Kenneth Turner,09/27/2022,558,4
559,Victoria Gardner,04/13/2022,560,7
561,Michelle Shelton,03/19/2023,562,8
563,Dawn Pena,05/21/2022,564,8
565,Amanda Trevino,11/04/2022,566,9
567,Tracy Scott,11/23/2022,568,4
569,Kristen Morton,06/27/2022,570,2
571,Jordan Watts,11/27/2022,572,5
573,Shelby Williams,05/22/2023,574,7
575,Douglas Lopez,05/21/2022,576,6
577,Troy Miller,12/04/2022,578,3
579,Christopher Meyer,11/24/2022,580,8
581,Danny Myers,11/18/2022,582,6
583,Brian Harrison,01/23/2023,584,2
585,Walter Jones,12/05/2022,586,5
587,Samuel Lambert,08/03/2022,588,7
589,James Briggs,06/27/2022,590,7
591,David Smith,10/12/2022,592,9
593,Charles Mitchell,07/05/2022,594,7
595,Joshua Brown,10/03/2022,596,6
597,John Clements,02/16/2022,598,2
599,Brandon Novak,08/11/2022,600,8
601,Miranda Ramirez,01/06/2023,602,3
603,Aaron Reese,01/07/2022,604,1
605,Michelle Morrison,11/27/2022,606,6
607,Troy Robinson,08/07/2022,608,8
609,Steven Bean,11/05/2022,610,1
611,Christopher Walker,07/17/2022,612,7
613,Andrew Ramirez,05/09/2022,614,1
615,Shannon Aguilar,07/15/2022,616,9
617,Shannon Larson,03/25/2022,618,3
619,Lindsay Gutierrez,06/18/2022,620,5
621,Helen Potter,07/01/2022,622,8
623,Jeffrey Griffin,02/23/2022,624,1
625,Erin Fernandez,01/18/2022,626,4
627,Steven Decker,10/04/2022,628,1
629,Ann Houston,10/17/2022,630,4
631,Cassie Richards,06/11/2022,632,1
633,Connor Scott,02/02/2022,634,1
635,Sarah Gaines,05/11/2023,636,7
637,Samantha Ortiz,04/01/2022,638,4
639,Jason Gillespie,04/02/2022,640,2
641,Eric Davis,05/14/2023,642,2
643,Lauren Costa,04/08/2023,644,5
645,Christopher Macdonald,05/19/2023,646,1
647,Travis Harris,04/25/2023,648,3
649,Cindy Bradley,06/03/2022,650,6
651,Chelsea Figueroa,10/21/2022,652,1
653,Brittany Martin,09/06/2022,654,5
655,Timothy Cantrell,12/20/2022,656,6
657,Tina Mcmillan,01/20/2022,658,9
659,Elizabeth Edwards,07/26/2022,660,4
661,Crystal Smith,03/28/2022,662,6
663,Christopher Barnes,09/10/2022,664,6
665,Erik King,12/16/2022,666,3
667,William Martinez,03/14/2023,668,5
669,Samuel Pollard,02/24/2023,670,2
671,Kelsey Branch,05/16/2022,672,2
673,Casey Daniel,09/07/2022,674,2
675,Travis Jordan,03/27/2023,676,4
677,Joseph Martin,03/28/2023,678,4
679,Martin Myers,04/29/2023,680,5
681,Ellen Riggs,03/08/2023,682,6
683,Michael Powers,02/12/2022,684,7
685,Kathryn White,09/12/2022,686,4
687,Jonathan Sawyer,05/07/2022,688,7
689,Jeffrey Harmon,05/15/2023,690,4
691,Jennifer Jackson,04/15/2022,692,4
693,Michael Hicks,03/25/2022,694,3
695,Evelyn Garcia,01/11/2023,696,9
697,Joshua Rodriguez,05/16/2023,698,1
699,Ricardo Burke,02/01/2023,700,7
701,Taylor Macdonald,01/31/2022,702,2
703,Elizabeth Sims,04/27/2022,704,5
705,Denise Smith,05/13/2023,706,7
707,Matthew Jones,01/25/2022,708,5
709,Levi Davis,02/06/2022,710,8
711,Kiara Allen,04/17/2022,712,2
713,Tasha Stone,12/16/2022,714,5
715,Pamela Clay,02/08/2022,716,9
717,Matthew Watson,05/13/2022,718,7
719,Kelly Martinez,01/26/2022,720,6
721,Megan Goodwin,04/08/2023,722,4
723,Jennifer Mcconnell,03/12/2022,724,7
725,Heidi Luna,04/18/2023,726,1
727,Melissa Reed,06/21/2022,728,8
729,Ashley Gray,06/07/2022,730,3
731,Tina Taylor,02/22/2022,732,5
733,Kathryn Acevedo,10/03/2022,734,1
735,Marissa Burns,05/18/2023,736,6
737,Dawn Vasquez,06/02/2022,738,2
739,Maureen Johnson,05/16/2022,740,3
741,Austin Mitchell,03/10/2023,742,4
743,Elizabeth Cruz,01/07/2022,744,6
745,Jonathan Brown,03/30/2022,746,7
747,Brittany Davidson,12/26/2022,748,5
749,Jay Phillips,05/14/2022,750,7
751,Sarah Taylor,09/06/2022,752,6
753,Robert Chan,06/21/2022,754,7
755,Wendy Mcpherson,04/19/2022,756,1
757,Lawrence Banks,09/09/2022,758,3
759,Spencer Ewing,02/24/2023,760,5
761,Anthony Tran,03/29/2023,762,4
763,Leslie Perez,09/19/2022,764,9
765,Louis Ramirez,12/11/2022,766,6
767,Emma Edwards,01/21/2022,768,8
769,Sara Perez,04/21/2023,770,7
771,Kelly Hunter,02/10/2023,772,5
773,Brenda Dennis,05/22/2023,774,8
775,Pamela Cooke,05/20/2022,776,2
777,Juan Johnson,02/11/2022,778,2
779,Rachel Gates,05/23/2022,780,3
781,Kevin Lester,01/26/2023,782,7
783,Matthew Barnes,04/15/2022,784,4
785,Rachel Wilson,04/18/2023,786,8
787,Brandon Sanchez,05/15/2022,788,7
789,Tyler Burch,04/07/2023,790,2
791,Mark Cruz,04/22/2022,792,6
793,Barbara Logan,01/30/2023,794,3
795,Jo Dorsey,03/20/2023,796,6
797,Christopher Diaz,02/14/2023,798,4
799,Jamie Woodward,04/19/2022,800,3
801,Christina Foster,01/08/2022,802,5
803,Cassandra White,05/09/2022,804,8
805,James Barry,04/30/2023,806,7
807,George Hanson,04/30/2022,808,4
809,Melissa Ruiz,05/17/2023,810,5
811,Cory Mcmahon,04/15/2023,812,1
813,Christopher Young,04/24/2022,814,7
815,Brittany Fowler,03/11/2022,816,2
817,Crystal Pierce,05/15/2022,818,3
819,Cindy Harrington,05/15/2023,820,9
821,David Ward,10/20/2022,822,8
823,Michael Lawrence,04/06/2023,824,9
825,Rebecca Schroeder,02/25/2022,826,7
827,Keith Phillips,06/26/2022,828,9
829,Jody Rogers,10/24/2022,830,8
831,Brianna Brown,05/22/2022,832,7
833,Christopher Young,02/08/2023,834,6
835,Scott Levine,12/12/2022,836,1
837,Erin Simon,08/05/2022,838,1
839,Kelsey Smith,06/01/2022,840,7
841,Brandon Krueger,03/28/2023,842,7
843,Patrick Solis,02/02/2023,844,4
845,Steven Howard,07/14/2022,846,7
847,Ross Wheeler,05/14/2023,848,3
849,Christopher Campbell,02/08/2023,850,6
851,Edwin Phillips,11/08/2022,852,7
853,Ashley Henderson,09/09/2022,854,8
855,Margaret Hansen,05/22/2022,856,9
857,Andrew Ford,09/02/2022,858,3
859,Chloe Smith,05/07/2022,860,4
861,Richard Tanner,12/17/2022,862,9
863,Christopher Williams,11/21/2022,864,4
865,Amy Patton,04/15/2023,866,5
867,Erica Miller,10/14/2022,868,3
869,Peter Spears,09/28/2022,870,7
871,Scott Mcintyre,05/07/2022,872,3
873,Cynthia Jones,09/18/2022,874,6
875,Alexis Lewis,12/17/2022,876,1
877,Linda Williams,11/07/2022,878,4
879,Dana Tucker,04/02/2022,880,6
881,Matthew Duncan,03/11/2023,882,9
883,Andrea Tapia,03/15/2022,884,1
885,Alexander Montgomery,12/17/2022,886,6
887,Cameron Barrera,12/11/2022,888,9
889,Shawn Chavez,02/28/2022,890,5
891,Shelly Espinoza,09/27/2022,892,7
893,Donna Reyes,03/29/2023,894,5
895,Jeanette Moore,08/11/2022,896,1
897,Jonathan Schroeder,02/27/2022,898,1
899,Stacy Murphy,09/04/2022,900,4
901,Heather Gibbs,08/24/2022,902,7
903,Karina Allen,03/15/2022,904,6
905,Dawn Morse,07/15/2022,906,6
907,Tanya Matthews,03/16/2023,908,2
909,Kathryn Mccarthy,07/25/2022,910,1
911,Stephanie Hunt,12/02/2022,912,7
913,Elizabeth Taylor,03/15/2022,914,6
915,Tyler Hampton,09/16/2022,916,2
917,Lisa Drake,12/24/2022,918,8
919,Adam Estrada,07/12/2022,920,3
921,Carol Hunter,01/08/2023,922,9
923,Mark English,12/01/2022,924,7
925,Colin Lewis,04/24/2022,926,2
927,Chase Trevino,10/28/2022,928,1
929,Nicole Robles,02/24/2022,930,3
931,Kevin Vaughn,06/29/2022,932,3
933,Matthew Allen,03/01/2023,934,1
935,Angela Mcclure,01/26/2023,936,4
937,Melissa Thomas,02/22/2022,938,9
939,Denise Powers,01/24/2022,940,2
941,Stephanie Frazier,10/31/2022,942,9
943,Julie Hinton,07/31/2022,944,9
945,Laura Johnson,07/12/2022,946,2
947,Heather Strong,04/07/2023,948,7
949,Stacy Brown,02/15/2022,950,5
951,John Stokes,06/25/2022,952,4
953,Mark Ross,09/15/2022,954,7
955,Michael Gomez,05/30/2022,956,8
957,Elizabeth May,03/12/2022,958,4
959,Kayla Heath,05/17/2023,960,1
961,Samuel Reynolds,04/24/2023,962,5
963,Katherine Luna,10/25/2022,964,7
965,Eric Perry,10/28/2022,966,8
967,Cassandra Scott,03/05/2023,968,1
969,Kevin Cooper,01/21/2022,970,5
971,Logan Sanders,06/23/2022,972,3
973,Kathryn Williams,03/09/2023,974,1
975,Robert Fisher,02/04/2022,976,4
977,Stephanie Kelly,06/26/2022,978,2
979,Angela Johnson,10/10/2022,980,2
981,Lauren Martin,09/13/2022,982,3
983,Adrian Haney,01/15/2023,984,4
985,Joseph Morgan,03/03/2023,986,3
987,Timothy Frost,03/24/2023,988,6
989,Brian Fields,04/28/2023,990,6
991,Samantha Brandt,05/17/2022,992,5
993,Kristen Mcdonald,02/01/2022,994,5
995,Bonnie Elliott,07/20/2022,996,1
997,Herbert Grant,06/02/2022,998,5
999,Catherine Jackson,04/22/2022,1000,3
1001,Victoria James,12/21/2022,1002,2
1003,Jeffrey Harper,05/14/2023,1004,6
1005,Matthew Santos,12/02/2022,1006,5
1007,Daniel Lopez,03/13/2023,1008,9
1009,Robert Larson,03/27/2022,1010,3
1011,Christine King,04/06/2022,1012,6
1013,Kristin Davis,09/21/2022,1014,9
1015,David Richards,04/17/2022,1016,9
1017,Dennis Spencer,03/19/2023,1018,7
1019,Tami Cunningham,02/05/2023,1020,8
1021,Jennifer Phillips,10/03/2022,1022,5
1023,Mary Foster,03/19/2023,1024,8
1025,William Christian,12/06/2022,1026,8
1027,Autumn Higgins,02/21/2022,1028,6
1029,Connie Humphrey,02/05/2023,1030,2
1031,Michael Jones,12/25/2022,1032,9
1033,Maria Thornton,05/08/2023,1034,6
1035,Michelle Anderson,08/25/2022,1036,3
1037,Andrew Wallace,03/27/2023,1038,7
1039,Jennifer White,04/12/2023,1040,9
1041,William Johnson,06/15/2022,1042,5
1043,Kim Cunningham,01/12/2023,1044,5
1045,John Hall,06/18/2022,1046,2
1047,Valerie Conner,12/05/2022,1048,3
1049,David Roman,03/08/2023,1050,1
1051,Christy Brown,04/28/2023,1052,4
1053,Alexander Davis,02/10/2022,1054,9
1055,April White,05/20/2023,1056,1
1057,Veronica Reese,02/02/2022,1058,5
1059,Jason Moses,01/07/2022,1060,5
1061,Joel Adams,02/14/2022,1062,5
1063,Charles Johnson,09/22/2022,1064,1
1065,James Garcia,02/03/2023,1066,7
1067,Jill Ramirez,01/17/2023,1068,2
1069,Margaret Rich,03/02/2022,1070,3
1071,Shannon Mitchell,01/07/2022,1072,8
1073,Stephanie Carr,05/10/2022,1074,3
1075,Aaron Gibson,10/28/2022,1076,7
1077,Danielle Brown,01/20/2022,1078,1
1079,Elizabeth Davis,02/20/2023,1080,2
1081,Melinda Rivera,02/22/2022,1082,1
1083,Angela Anderson,01/26/2023,1084,3
1085,Jose Brewer,12/20/2022,1086,6
1087,Shawn Robbins,03/31/2023,1088,3
1089,Steven Reese,02/03/2023,1090,7
1091,Laura Mason,09/02/2022,1092,4
1093,Brittney Rios,11/26/2022,1094,5
1095,Lauren Torres,03/31/2023,1096,7
1097,Tracy Phillips,02/03/2023,1098,2
1099,Danielle Smith,04/25/2023,1100,8
1101,Sarah Barnes,06/18/2022,1102,3
1103,Steve Dorsey,01/18/2023,1104,7
1105,Jessica Stewart,02/03/2023,1106,6
1107,Lisa Salazar,05/13/2023,1108,4
1109,Jennifer Gomez,06/13/2022,1110,7
1111,Leah Cox,12/06/2022,1112,2
1113,Timothy Reese,04/07/2022,1114,4
1115,Chelsea Ramirez,10/03/2022,1116,6
1117,Scott Henderson,08/21/2022,1118,3
1119,Eric Mills,05/04/2022,1120,1
1121,Caroline King,08/12/2022,1122,9
1123,Matthew Miller,09/22/2022,1124,9
1125,Jennifer Johnston,03/13/2023,1126,5
1127,Joseph Smith,02/19/2022,1128,5
1129,Christopher Cole,08/03/2022,1130,6
1131,Andrew Davis,07/19/2022,1132,2
1133,Thomas Rocha,02/04/2022,1134,8
1135,Billy Wagner,03/04/2022,1136,9
1137,Michael Chan,04/05/2022,1138,4
1139,James Paul,04/28/2023,1140,9
1141,Timothy Jones,07/06/2022,1142,7
1143,Scott Alvarez,08/24/2022,1144,8
1145,Isaac Hernandez,01/18/2023,1146,9
1147,Rose Campbell,02/19/2022,1148,3
1149,Julie Gross,04/19/2023,1150,9
1151,Ashley Miller,07/12/2022,1152,9
1153,Stephen Munoz,07/04/2022,1154,6
1155,April Sloan,07/01/2022,1156,2
1157,Tonya Castro,08/24/2022,1158,6
1159,Brett Martinez,07/03/2022,1160,6
1161,Shelley Miranda,05/04/2022,1162,4
1163,Teresa Pitts,06/10/2022,1164,3
1165,Debra Ward,08/12/2022,1166,4
1167,Mason Aguilar,02/06/2022,1168,2
1169,Christine Arnold,12/03/2022,1170,4
1171,Anna Jones,02/03/2022,1172,6
1173,Jerry Woodward,03/09/2023,1174,4
1175,Kim Winters,10/06/2022,1176,7
1177,Yvonne Peters,11/13/2022,1178,6
1179,Paul Barnes,04/22/2022,1180,5
1181,Yvette Hendrix,03/08/2023,1182,4
1183,Steven Macias,11/24/2022,1184,7
1185,Melinda Carey,08/15/2022,1186,3
1187,Ruben Gamble,01/27/2023,1188,8
1189,Cheryl Hunt,04/02/2022,1190,8
1191,Paul Fletcher,04/03/2023,1192,1
1193,Andrew Robinson,01/07/2023,1194,5
1195,Regina Barnes,02/04/2022,1196,6
1197,Michele Barker,09/12/2022,1198,5
1199,Rick Burke,05/26/2022,1200,4
1201,Betty Ferguson,08/18/2022,1202,6
1203,Todd Miller,01/23/2022,1204,1
1205,Kimberly Le,05/20/2023,1206,6
1207,Kari Wilson,04/21/2022,1208,9
1209,Robert Ballard,12/07/2022,1210,7
1211,Theresa Wagner,05/04/2023,1212,1
1213,Jonathan Garza,01/22/2022,1214,9
1215,Laurie Daniels,10/31/2022,1216,1
1217,Gary Alexander,01/12/2023,1218,7
1219,Cynthia Thomas,02/14/2022,1220,8
1221,Charles Garza,04/05/2023,1222,4
1223,James Rodriguez,01/07/2023,1224,3
1225,Richard Montgomery,03/05/2023,1226,9
1227,Melissa Campbell,08/28/2022,1228,7
1229,David Torres,08/30/2022,1230,2
1231,Jennifer Reyes,12/20/2022,1232,7
1233,Jason Ortiz,03/12/2023,1234,6
1235,Marie Kelly,03/31/2023,1236,9
1237,Daniel Hall,06/16/2022,1238,6
1239,Melissa Dixon,04/10/2023,1240,6
1241,Lauren Bowers,04/08/2023,1242,3
1243,Rachel Goodwin,03/08/2022,1244,9
1245,Matthew Conway,05/23/2022,1246,3
1247,Angelica Rollins,02/14/2023,1248,3
1249,Maria Mcmillan,04/26/2023,1250,6
1251,Nina Myers,07/16/2022,1252,3
1253,Tommy Gibbs,04/26/2022,1254,8
1255,Joshua Moore,01/02/2023,1256,6
1257,Zachary Smith,05/23/2022,1258,5
1259,Mark Ross,03/20/2022,1260,9
1261,Austin Owens,07/08/2022,1262,2
1263,Valerie Miller,01/27/2022,1264,7
1265,Ellen Rodriguez,04/04/2022,1266,7
1267,Amy Horn,05/14/2022,1268,8
1269,Angel Baker,07/17/2022,1270,2
1271,Robert Gibbs,12/17/2022,1272,4
1273,Tiffany Turner,05/03/2022,1274,3
1275,Jimmy Fields,10/25/2022,1276,8
1277,Elizabeth Acosta,08/26/2022,1278,7
1279,Thomas Rodriguez,12/10/2022,1280,1
1281,Kelly Simmons,03/21/2023,1282,6
1283,Andrea Gates,02/07/2023,1284,7
